,nconst,tconst,crew.type,primaryName,primaryProfession,gender
510,nm0000126,119925,director,Kevin Costner,"actor,producer,soundtrack",Male
511,nm0000127,101917,writer,Wes Craven,"writer,producer,director",
512,nm0000127,421239,director,Wes Craven,"writer,producer,director",
513,nm0000127,105121,director,Wes Craven,"writer,producer,director",
514,nm0000127,111686,director,Wes Craven,"writer,producer,director",
515,nm0000127,111686,writer,Wes Craven,"writer,producer,director",
516,nm0000127,872230,director,Wes Craven,"writer,producer,director",
517,nm0000127,97981,writer,Wes Craven,"writer,producer,director",
518,nm0000127,117571,director,Wes Craven,"writer,producer,director",
519,nm0000127,401711,director,Wes Craven,"writer,producer,director",
520,nm0000127,1262416,director,Wes Craven,"writer,producer,director",
521,nm0000127,77681,writer,Wes Craven,"writer,producer,director",
522,nm0000127,134084,director,Wes Craven,"writer,producer,director",
523,nm0000127,105121,writer,Wes Craven,"writer,producer,director",
524,nm0000127,95742,writer,Wes Craven,"writer,producer,director",
525,nm0000127,89686,writer,Wes Craven,"writer,producer,director",
526,nm0000127,93629,writer,Wes Craven,"writer,producer,director",
527,nm0000127,68833,director,Wes Craven,"writer,producer,director",
528,nm0000127,84745,writer,Wes Craven,"writer,producer,director",
529,nm0000127,454841,writer,Wes Craven,"writer,producer,director",
530,nm0000127,87800,writer,Wes Craven,"writer,producer,director",
531,nm0000127,844708,writer,Wes Craven,"writer,producer,director",
532,nm0000127,257516,director,Wes Craven,"writer,producer,director",
533,nm0000127,68833,writer,Wes Craven,"writer,producer,director",
534,nm0000127,77681,director,Wes Craven,"writer,producer,director",
535,nm0000127,872230,writer,Wes Craven,"writer,producer,director",
536,nm0000127,1179056,writer,Wes Craven,"writer,producer,director",
537,nm0000127,84745,director,Wes Craven,"writer,producer,director",
538,nm0000127,120082,director,Wes Craven,"writer,producer,director",
539,nm0000127,87800,director,Wes Craven,"writer,producer,director",
540,nm0000131,119229,writer,John Cusack,"actor,producer,writer",Male
541,nm0000131,146882,writer,John Cusack,"actor,producer,writer",Male
542,nm0000134,343737,director,Robert De Niro,"actor,producer,soundtrack",Male
543,nm0000141,372334,writer,David Duchovny,"actor,producer,director",Male
544,nm0000141,372334,director,David Duchovny,"actor,producer,director",Male
545,nm0000142,498380,director,Clint Eastwood,"actor,producer,director",Male
546,nm0000142,824747,director,Clint Eastwood,"actor,producer,director",Male
547,nm0000142,100928,director,Clint Eastwood,"actor,producer,director",Male
548,nm0000142,1057500,director,Clint Eastwood,"actor,producer,director",Male
549,nm0000142,327056,director,Clint Eastwood,"actor,producer,director",Male
550,nm0000142,2179136,director,Clint Eastwood,"actor,producer,director",Male
551,nm0000142,75029,director,Clint Eastwood,"actor,producer,director",Male
552,nm0000142,105695,director,Clint Eastwood,"actor,producer,director",Male
553,nm0000142,107808,director,Clint Eastwood,"actor,producer,director",Male
554,nm0000142,186566,director,Clint Eastwood,"actor,producer,director",Male
555,nm0000142,405159,director,Clint Eastwood,"actor,producer,director",Male
556,nm0000142,1742044,director,Clint Eastwood,"actor,producer,director",Male
557,nm0000142,3263904,director,Clint Eastwood,"actor,producer,director",Male
558,nm0000142,1205489,director,Clint Eastwood,"actor,producer,director",Male
559,nm0000142,68699,director,Clint Eastwood,"actor,producer,director",Male
560,nm0000142,67588,director,Clint Eastwood,"actor,producer,director",Male
561,nm0000142,112579,director,Clint Eastwood,"actor,producer,director",Male
562,nm0000144,2093991,writer,Cary Elwes,"actor,producer,director",Male
563,nm0000146,1372686,director,Ralph Fiennes,"actor,director,soundtrack",Male
564,nm0000146,1700845,director,Ralph Fiennes,"actor,director,soundtrack",Male
565,nm0000149,2241351,director,Jodie Foster,"actress,director,producer",Female
566,nm0000149,113321,director,Jodie Foster,"actress,director,producer",Female
567,nm0000154,335345,director,Mel Gibson,"actor,producer,director",Male
568,nm0000154,335345,writer,Mel Gibson,"actor,producer,director",Male
569,nm0000154,472043,director,Mel Gibson,"actor,producer,director",Male
570,nm0000154,2119532,director,Mel Gibson,"actor,producer,director",Male
571,nm0000154,472043,writer,Mel Gibson,"actor,producer,director",Male
572,nm0000154,112573,director,Mel Gibson,"actor,producer,director",Male
573,nm0000158,185906,director,Tom Hanks,"producer,actor,soundtrack",Male
574,nm0000158,117887,director,Tom Hanks,"producer,actor,soundtrack",Male
575,nm0000158,185906,writer,Tom Hanks,"producer,actor,soundtrack",Male
576,nm0000158,117887,writer,Tom Hanks,"producer,actor,soundtrack",Male
577,nm0000160,2209418,writer,Ethan Hawke,"actor,writer,director",Male
578,nm0000160,381681,writer,Ethan Hawke,"actor,writer,director",Male
579,nm0000162,206036,writer,Anne Heche,"actress,writer,producer",Female
580,nm0000162,206036,director,Anne Heche,"actress,writer,producer",Female
581,nm0000163,1441951,director,Dustin Hoffman,"actor,producer,soundtrack",Male
582,nm0000164,115591,director,Anthony Hopkins,"actor,soundtrack,composer",Male
583,nm0000165,170016,director,Ron Howard,"actor,producer,director",Male
584,nm0000165,112384,director,Ron Howard,"actor,producer,director",Male
585,nm0000165,3062096,director,Ron Howard,"actor,producer,director",Male
586,nm0000165,808151,director,Ron Howard,"actor,producer,director",Male
587,nm0000165,1979320,director,Ron Howard,"actor,producer,director",Male
588,nm0000165,870111,director,Ron Howard,"actor,producer,director",Male
589,nm0000165,382625,director,Ron Howard,"actor,producer,director",Male
590,nm0000165,131369,director,Ron Howard,"actor,producer,director",Male
591,nm0000165,88161,director,Ron Howard,"actor,producer,director",Male
592,nm0000165,1390411,director,Ron Howard,"actor,producer,director",Male
593,nm0000165,96446,director,Ron Howard,"actor,producer,director",Male
594,nm0000165,352248,director,Ron Howard,"actor,producer,director",Male
595,nm0000165,268978,director,Ron Howard,"actor,producer,director",Male
596,nm0000165,338188,director,Ron Howard,"actor,producer,director",Male
597,nm0000166,455805,director,Helen Hunt,"actress,producer,director",Female
598,nm0000166,455805,writer,Helen Hunt,"actress,producer,director",Female
599,nm0000169,2398231,director,Tommy Lee Jones,"actor,director,soundtrack",Male
600,nm0000169,2398231,writer,Tommy Lee Jones,"actor,director,soundtrack",Male
601,nm0000169,1510938,director,Tommy Lee Jones,"actor,director,soundtrack",Male
602,nm0000169,419294,director,Tommy Lee Jones,"actor,director,soundtrack",Male
603,nm0000175,118636,writer,Stephen King,"writer,producer,actor",Male
604,nm0000175,109642,writer,Stephen King,"writer,producer,actor",Male
605,nm0000175,112040,writer,Stephen King,"writer,producer,actor",Male
606,nm0000175,81505,writer,Stephen King,"writer,producer,actor",Male
607,nm0000175,99864,writer,Stephen King,"writer,producer,actor",Male
608,nm0000175,92796,writer,Stephen King,"writer,producer,actor",Male
609,nm0000175,92005,writer,Stephen King,"writer,producer,actor",Male
610,nm0000175,74285,writer,Stephen King,"writer,producer,actor",Male
611,nm0000175,108941,writer,Stephen King,"writer,producer,actor",Male
612,nm0000175,85407,writer,Stephen King,"writer,producer,actor",Male
613,nm0000175,1648190,writer,Stephen King,"writer,producer,actor",Male
614,nm0000175,6214928,writer,Stephen King,"writer,producer,actor",Male
615,nm0000175,3748172,writer,Stephen King,"writer,producer,actor",Male
616,nm0000175,285531,writer,Stephen King,"writer,producer,actor",Male
617,nm0000175,1396484,writer,Stephen King,"writer,producer,actor",Male
618,nm0000175,100157,writer,Stephen King,"writer,producer,actor",Male
619,nm0000175,91499,director,Stephen King,"writer,producer,actor",Male
620,nm0000175,319970,writer,Stephen King,"writer,producer,actor",Male
621,nm0000175,120689,writer,Stephen King,"writer,producer,actor",Male
622,nm0000175,135659,writer,Stephen King,"writer,producer,actor",Male
623,nm0000175,104692,writer,Stephen King,"writer,producer,actor",Male
624,nm0000175,85333,writer,Stephen King,"writer,producer,actor",Male
625,nm0000175,119784,writer,Stephen King,"writer,producer,actor",Male
626,nm0000175,450385,writer,Stephen King,"writer,producer,actor",Male
627,nm0000175,85382,writer,Stephen King,"writer,producer,actor",Male
628,nm0000175,259153,writer,Stephen King,"writer,producer,actor",Male
629,nm0000175,363988,writer,Stephen King,"writer,producer,actor",Male
630,nm0000175,144814,writer,Stephen King,"writer,producer,actor",Male
631,nm0000175,884328,writer,Stephen King,"writer,producer,actor",Male
632,nm0000175,1290135,writer,Stephen King,"writer,producer,actor",Male
633,nm0000175,91499,writer,Stephen King,"writer,producer,actor",Male
634,nm0000175,87050,writer,Stephen King,"writer,producer,actor",Male
635,nm0000175,1939659,writer,Stephen King,"writer,producer,actor",Male
636,nm0000175,111161,writer,Stephen King,"writer,producer,actor",Male
637,nm0000180,56172,director,David Lean,"editor,director,writer",
638,nm0000180,50212,director,David Lean,"editor,director,writer",
639,nm0000180,37558,director,David Lean,"editor,director,writer",
640,nm0000180,48673,director,David Lean,"editor,director,writer",
641,nm0000180,87892,director,David Lean,"editor,director,writer",
642,nm0000180,48673,writer,David Lean,"editor,director,writer",
643,nm0000180,47094,writer,David Lean,"editor,director,writer",
644,nm0000180,59113,director,David Lean,"editor,director,writer",
645,nm0000180,37558,writer,David Lean,"editor,director,writer",
646,nm0000180,47094,director,David Lean,"editor,director,writer",
647,nm0000180,87892,writer,David Lean,"editor,director,writer",
648,nm0000184,69704,director,George Lucas,"writer,producer,editor",
649,nm0000184,87469,writer,George Lucas,"writer,producer,editor",
650,nm0000184,367882,writer,George Lucas,"writer,producer,editor",
651,nm0000184,97576,writer,George Lucas,"writer,producer,editor",
652,nm0000184,66434,director,George Lucas,"writer,producer,editor",
653,nm0000184,76759,writer,George Lucas,"writer,producer,editor",
654,nm0000184,121766,writer,George Lucas,"writer,producer,editor",
655,nm0000184,120915,director,George Lucas,"writer,producer,editor",
656,nm0000184,2488496,writer,George Lucas,"writer,producer,editor",
657,nm0000184,121766,director,George Lucas,"writer,producer,editor",
658,nm0000184,193524,writer,George Lucas,"writer,producer,editor",
659,nm0000184,121765,writer,George Lucas,"writer,producer,editor",
660,nm0000184,69704,writer,George Lucas,"writer,producer,editor",
661,nm0000184,2527336,writer,George Lucas,"writer,producer,editor",
662,nm0000184,4191054,writer,George Lucas,"writer,producer,editor",
663,nm0000184,96446,writer,George Lucas,"writer,producer,editor",
664,nm0000184,66434,writer,George Lucas,"writer,producer,editor",
665,nm0000184,90793,writer,George Lucas,"writer,producer,editor",
666,nm0000184,86190,writer,George Lucas,"writer,producer,editor",
667,nm0000184,82971,writer,George Lucas,"writer,producer,editor",
668,nm0000184,76759,director,George Lucas,"writer,producer,editor",
669,nm0000184,120915,writer,George Lucas,"writer,producer,editor",
670,nm0000184,121765,director,George Lucas,"writer,producer,editor",
671,nm0000184,3748528,writer,George Lucas,"writer,producer,editor",
672,nm0000184,80684,writer,George Lucas,"writer,producer,editor",
673,nm0000186,90756,director,David Lynch,"writer,director,producer",
674,nm0000186,166896,director,David Lynch,"writer,director,producer",
675,nm0000186,100935,director,David Lynch,"writer,director,producer",
676,nm0000186,105665,writer,David Lynch,"writer,director,producer",
677,nm0000186,460829,writer,David Lynch,"writer,director,producer",
678,nm0000186,100935,writer,David Lynch,"writer,director,producer",
679,nm0000186,74486,writer,David Lynch,"writer,director,producer",
680,nm0000186,74486,director,David Lynch,"writer,director,producer",
681,nm0000186,90756,writer,David Lynch,"writer,director,producer",
682,nm0000186,460829,director,David Lynch,"writer,director,producer",
683,nm0000186,87182,director,David Lynch,"writer,director,producer",
684,nm0000186,166924,director,David Lynch,"writer,director,producer",
685,nm0000186,87182,writer,David Lynch,"writer,director,producer",
686,nm0000186,105665,director,David Lynch,"writer,director,producer",
687,nm0000186,116922,director,David Lynch,"writer,director,producer",
688,nm0000186,116922,writer,David Lynch,"writer,director,producer",
689,nm0000186,166924,writer,David Lynch,"writer,director,producer",
690,nm0000187,1536048,writer,Madonna,"soundtrack,actress,music_department",Female
691,nm0000187,1536048,director,Madonna,"soundtrack,actress,music_department",Female
692,nm0000188,102250,writer,Steve Martin,"writer,actor,soundtrack",Male
693,nm0000188,338427,writer,Steve Martin,"writer,actor,soundtrack",Male
694,nm0000188,79367,writer,Steve Martin,"writer,actor,soundtrack",Male
695,nm0000188,92086,writer,Steve Martin,"writer,actor,soundtrack",Male
696,nm0000188,85894,writer,Steve Martin,"writer,actor,soundtrack",Male
697,nm0000188,383216,writer,Steve Martin,"writer,actor,soundtrack",Male
698,nm0000188,131325,writer,Steve Martin,"writer,actor,soundtrack",Male
699,nm0000196,145660,writer,Mike Myers,"actor,writer,soundtrack",Male
700,nm0000196,811138,writer,Mike Myers,"actor,writer,soundtrack",Male
701,nm0000196,105793,writer,Mike Myers,"actor,writer,soundtrack",Male
702,nm0000196,118655,writer,Mike Myers,"actor,writer,soundtrack",Male
703,nm0000196,295178,writer,Mike Myers,"actor,writer,soundtrack",Male
704,nm0000197,63049,writer,Jack Nicholson,"actor,soundtrack,producer",Male
705,nm0000206,2016940,director,Keanu Reeves,"actor,producer,soundtrack",Male
706,nm0000209,103850,writer,Tim Robbins,"actor,producer,director",Male
707,nm0000209,103850,director,Tim Robbins,"actor,producer,director",Male
708,nm0000217,85794,director,Martin Scorsese,"producer,director,actor",Male
709,nm0000217,88680,director,Martin Scorsese,"producer,director,actor",Male
710,nm0000217,338751,director,Martin Scorsese,"producer,director,actor",Male
711,nm0000217,101540,director,Martin Scorsese,"producer,director,actor",Male
712,nm0000217,106226,director,Martin Scorsese,"producer,director,actor",Male
713,nm0000217,70379,writer,Martin Scorsese,"producer,director,actor",Male
714,nm0000217,99685,director,Martin Scorsese,"producer,director,actor",Male
715,nm0000217,81398,director,Martin Scorsese,"producer,director,actor",Male
716,nm0000217,490215,writer,Martin Scorsese,"producer,director,actor",Male
717,nm0000217,99685,writer,Martin Scorsese,"producer,director,actor",Male
718,nm0000217,71115,director,Martin Scorsese,"producer,director,actor",Male
719,nm0000217,106226,writer,Martin Scorsese,"producer,director,actor",Male
720,nm0000217,112641,director,Martin Scorsese,"producer,director,actor",Male
721,nm0000217,970179,director,Martin Scorsese,"producer,director,actor",Male
722,nm0000217,95497,director,Martin Scorsese,"producer,director,actor",Male
