"","nconst","tconst","ordering","category","primaryName","primaryProfession"
"9398","nm0063414","0203119",9,"composer","Roque Baños","composer,music_department,soundtrack"
"9399","nm0063414","0255067",8,"composer","Roque Baños","composer,music_department,soundtrack"
"9400","nm0063414","0809533",9,"composer","Roque Baños","composer,music_department,soundtrack"
"9401","nm0063440","0120321",1,"actor","Adam Beach","actor,producer,composer"
"9402","nm0063440","0245562",2,"actor","Adam Beach","actor,producer,composer"
"9403","nm0063459","0052151",7,"writer","Edward L. Beach","writer"
"9404","nm0063511","0119731",6,"writer","Wayne Beach","writer,director"
"9405","nm0063566","0084237",7,"writer","Peter S. Beagle","writer,miscellaneous,actor"
"9406","nm0063571","0408790",4,"actress","Kate Beahan","actress,assistant_director,miscellaneous"
"9407","nm0063583","1179891",8,"writer","John Beaird","writer,producer,miscellaneous"
"9408","nm0063583","0082498",9,"writer","John Beaird","writer,producer,miscellaneous"
"9409","nm0063618","1320286",7,"composer","Jeff Beal","composer,music_department,soundtrack"
"9410","nm0063819","0114682",6,"writer","Douglas Carter Beane","writer"
"9411","nm0063838","0110297",4,"actor","Edgar Bear Runner","actor"
"9412","nm0063953","0067483",8,"writer","James Goldman","writer,soundtrack"
"9413","nm0063953","0063227",6,"writer","James Goldman","writer,soundtrack"
"9414","nm0063973","0120784",9,"composer","Chris Boardman","music_department,composer,soundtrack"
"9415","nm0064057","0130018",8,"producer","William S. Beasley","assistant_director,producer,production_manager"
"9416","nm0064062","0110308",10,"editor","Eric L. Beason","editor,editorial_department,sound_department"
"9417","nm0064106","0257756",9,"producer","Jesse Beaton","producer,actress"
"9418","nm0064181","1418377",5,"director","Stuart Beattie","writer,director,producer"
"9419","nm0064181","1790809",10,"writer","Stuart Beattie","writer,director,producer"
"9420","nm0064181","0449088",8,"writer","Stuart Beattie","writer,director,producer"
"9421","nm0064290","0446442",8,"cinematographer","Christophe Beaucarne","cinematographer,camera_department,actor"
"9422","nm0064290","2027140",9,"cinematographer","Christophe Beaucarne","cinematographer,camera_department,actor"
"9423","nm0064290","1641624",8,"cinematographer","Christophe Beaucarne","cinematographer,camera_department,actor"
"9424","nm0064382","0067439",7,"producer","Marc Beaudet","producer,editor,director"
"9425","nm0064415","0060558",5,"director","William Beaudine","director,assistant_director,actor"
"9426","nm0064433","0117534",4,"actress","Michelle Beaudoin","actress"
"9427","nm0064444","2017038",10,"editor","Pete Beaudreau","editor,editorial_department,production_manager"
"9428","nm0064479","0119164",6,"writer","Simon Beaufoy","writer,producer,director"
"9429","nm0064479","1441952",6,"writer","Simon Beaufoy","writer,producer,director"
"9430","nm0064479","2719848",7,"writer","Simon Beaufoy","writer,producer,director"
"9431","nm0064546","0117128",1,"actor","Trace Beaulieu","writer,actor,soundtrack"
"9432","nm0064556","0257106",8,"writer","Phil Beauman","producer,writer,miscellaneous"
"9433","nm0064556","0175142",8,"writer","Phil Beauman","producer,writer,miscellaneous"
"9434","nm0064607","0043274",1,"actress","Kathryn Beaumont","actress,miscellaneous,soundtrack"
"9435","nm0064607","0046183",2,"actress","Kathryn Beaumont","actress,miscellaneous,soundtrack"
"9436","nm0064676","0053472",8,"producer","Georges de Beauregard","producer,production_manager,actor"
"9437","nm0064676","0061495",6,"producer","Georges de Beauregard","producer,production_manager,actor"
"9438","nm0064676","0055082",7,"producer","Georges de Beauregard","producer,production_manager,actor"
"9439","nm0064741","6423776",2,"actor","Xavier Beauvois","actor,writer,director"
"9440","nm0064940","2720680",10,"editor","Pernille Bech Christensen","editor,producer,miscellaneous"
"9441","nm0065007","2404463",4,"actor","Demián Bichir","actor,producer,director"
"9442","nm0065078","0055082",6,"writer","Béatrix Beck","writer"
"9443","nm0065100","1850457",9,"composer","Christophe Beck","composer,music_department,soundtrack"
"9444","nm0065100","1204342",10,"composer","Christophe Beck","composer,music_department,soundtrack"
"9445","nm0065100","1477837",10,"composer","Christophe Beck","composer,music_department,soundtrack"
"9446","nm0065100","0204946",9,"composer","Christophe Beck","composer,music_department,soundtrack"
"9447","nm0065100","2281587",10,"composer","Christophe Beck","composer,music_department,soundtrack"
"9448","nm0065100","2234155",7,"composer","Christophe Beck","composer,music_department,soundtrack"
"9449","nm0065184","0042546",9,"producer","John Beck","producer,writer"
"9450","nm0065206","0087298",4,"actress","Kimberly Beck","actress,miscellaneous"
"9451","nm0065235","0080120",1,"actor","Michael Beck","actor"
"9452","nm0065235","0081777",3,"actor","Michael Beck","actor"
"9453","nm0065270","0243558",4,"actress","Roxanne Beck","actress,writer"
"9454","nm0065284","0245674",5,"director","Steve Beck","visual_effects,director"
"9455","nm0065352","0127302",3,"actress","Belinda Becker","actress,camera_department"
"9456","nm0065376","1063669",10,"producer","Christian Becker","producer,writer,production_manager"
"9457","nm0065376","2987732",7,"producer","Christian Becker","producer,writer,production_manager"
"9458","nm0065418","0125664",3,"actor","Gerry Becker","actor"
"9459","nm0065442","0054407",5,"director","Jacques Becker","writer,director,assistant_director"
"9460","nm0065442","0046451",5,"director","Jacques Becker","writer,director,assistant_director"
"9461","nm0065449","0825244",5,"director","Jean Becker","director,writer,actor"
"9462","nm0065510","0825244",9,"producer","Louis Becker","producer,actor,production_manager"
"9463","nm0065899","4799050",7,"producer","Dave Becky","producer,miscellaneous,manager"
"9464","nm0065942","0120321",3,"actress","Irene Bedard","actress,producer,executive"
"9465","nm0065980","0129387",9,"producer","Frank Beddor","producer,actor,writer"
"9466","nm0066047","0083067",9,"editor","Richard Bedford","editor"
"9467","nm0066063","0116308",6,"producer","Bobby Bedi","producer,director,writer"
"9468","nm0066079","0245574",10,"production_designer","Marc Bedia","miscellaneous,production_manager,production_designer"
"9469","nm0066144","1869653",4,"actor","Gerry Bednob","actor,producer"
"9470","nm0066244","0144715",9,"cinematographer","Dion Beebe","cinematographer,camera_department"
"9471","nm0066244","0238380",9,"cinematographer","Dion Beebe","cinematographer,camera_department"
"9472","nm0066373","3978720",10,"composer","Herman Beeftink","composer,soundtrack,music_department"
"9473","nm0066463","0120603",3,"actress","Yada Beener","actress"
"9474","nm0066519","0049902",3,"actor","Maurice Beerblock","assistant_director,actor,writer"
"9475","nm0066530","0402894",9,"producer","Betsy Beers","producer,production_manager"
"9476","nm0066580","5629964",7,"producer","Jeff Beesley","director,producer,writer"
"9477","nm0066586","0118589",3,"actor","Max Beesley","actor,soundtrack,composer"
"9478","nm0066644","0086739",7,"actor","Geoffrey Beevers","actor"
"9479","nm0066764","0337697",9,"writer","Michael Begler","writer,producer,miscellaneous"
"9480","nm0066851","1196141",6,"writer","Jackie Filgo","producer,writer,miscellaneous"
"9481","nm0066854","0111549",4,"actor","Paudge Behan","actor"
"9482","nm0066939","0084358",8,"writer","Marc Behm","writer"
"9483","nm0066939","0082640",6,"writer","Marc Behm","writer"
"9484","nm0066946","0019304",9,"writer","Harry Behn","writer,soundtrack"
"9485","nm0066946","0015624",8,"writer","Harry Behn","writer,soundtrack"
"9486","nm0066946","0018806",8,"writer","Harry Behn","writer,soundtrack"
"9487","nm0066963","0065569",8,"writer","Dietmar Behnke","actor,writer"
"9488","nm0067103","0043949",8,"writer","S.N. Behrman","writer"
"9489","nm0067103","0028739",9,"writer","S.N. Behrman","writer"
"9490","nm0067103","0029377",7,"writer","S.N. Behrman","writer"
"9491","nm0067103","0052618",10,"writer","S.N. Behrman","writer"
"9492","nm0067135","0057997",6,"writer","Albert Beich","writer,producer"
"9493","nm0067166","1638328",5,"director","Frédéric Beigbeder","actor,writer,director"
"9494","nm0067270","0145937",6,"producer","Joe Beirne","miscellaneous,editorial_department,producer"
"9495","nm0067367","1655442",2,"actress","Bérénice Bejo","actress,cinematographer"
"9496","nm0067367","2404461",1,"actress","Bérénice Bejo","actress,cinematographer"
"9497","nm0067367","4746506",1,"actress","Bérénice Bejo","actress,cinematographer"
"9498","nm0067457","0403358",5,"director","Timur Bekmambetov","producer,director,writer"
"9499","nm0067457","3072482",6,"producer","Timur Bekmambetov","producer,director,writer"
"9500","nm0067457","1772240",7,"producer","Timur Bekmambetov","producer,director,writer"
"9501","nm0067584","0021040",6,"writer","David Belasco","writer,miscellaneous,producer"
"9502","nm0067619","1082853",5,"director","Stephen Belber","writer,actor,director"
"9503","nm0067634","0015400",4,"actor","Charles Belcher","actor"
"9504","nm0067643","0082010",3,"actor","Joe Belcher","actor"
"9505","nm0067754","0260191",10,"actress","Lisa Ann Beley","actress,miscellaneous"
"9506","nm0067943","2008562",4,"actor","Areski Belkacem","actor,composer,soundtrack"
"9507","nm0067981","0443536",10,"producer","Sue Bea Montgomery","producer,miscellaneous,production_manager"
"9508","nm0068008","0412922",10,"editor","Alan Edward Bell","editor,editorial_department,visual_effects"
"9509","nm0068042","2034139",1,"actress","Ashley Bell","actress,director,writer"
"9510","nm0068042","1320244",2,"actress","Ashley Bell","actress,director,writer"
"9511","nm0068081","0417385",7,"producer","Brian Bell","producer,production_manager,miscellaneous"
"9512","nm0068126","0083922",7,"composer","Daniel Bell","composer,actor"
"9513","nm0068183","0120434",6,"writer","Elisa Bell","writer,producer"
"9514","nm0068187","1622979",2,"actress","Emma Bell","actress,soundtrack,director"
"9515","nm0068187","2392830",1,"actress","Emma Bell","actress,soundtrack,director"
"9516","nm0068187","1323045",2,"actress","Emma Bell","actress,soundtrack,director"
"9517","nm0068260","4703048",1,"actor","Jamie Bell","actor,soundtrack,cinematographer"
"9518","nm0068260","0342272",1,"actor","Jamie Bell","actor,soundtrack,cinematographer"
"9519","nm0068338","2294629",1,"actress","Kristen Bell","actress,soundtrack,producer"
"9520","nm0068338","2097307",2,"actress","Kristen Bell","actress,soundtrack,producer"
"9521","nm0068338","2265534",1,"actress","Kristen Bell","actress,soundtrack,producer"
"9522","nm0068338","0814106",2,"actress","Kristen Bell","actress,soundtrack,producer"
"9523","nm0068338","2702724",2,"actress","Kristen Bell","actress,soundtrack,producer"
"9524","nm0068338","1414382",1,"actress","Kristen Bell","actress,soundtrack,producer"
"9525","nm0068551","3348730",2,"actor","Tobin Bell","actor,producer,director"
"9526","nm0068587","3882082",5,"director","William Brent Bell","director,producer,writer"
"9527","nm0068643","0145937",1,"self","Belladonna","actress,director,producer"
"9528","nm0068705","0023694",2,"actress","Madge Bellamy","actress"
"9529","nm0068877","0443431",9,"composer","Marty Beller","music_department,composer,soundtrack"
"9530","nm0069001","0082477",6,"producer","Davina Belling","producer,miscellaneous"
"9531","nm0069166","4746506",5,"director","Marco Bellocchio","writer,director,actor"
"9532","nm0069410","0038589",6,"writer","Edmund Beloin","producer,writer,actor"
"9533","nm0069417","0080492",8,"producer","Henri Belolo","soundtrack,composer,music_department"
"9534","nm0069963","1829012",8,"producer","Saïd Ben Saïd","producer"
"9535","nm0069963","5221584",6,"producer","Saïd Ben Saïd","producer"
"9536","nm0069963","1183672",8,"producer","Saïd Ben Saïd","producer"
"9537","nm0070148","0051372",3,"director","Margot Benacerraf","director,writer"
"9538","nm0070152","2404311",7,"writer","Tonino Benacquista","writer,actor"
"9539","nm0070159","0117056",5,"director","Jafar Panahi","director,editor,writer"
"9540","nm0070159","4359416",1,"self","Jafar Panahi","director,editor,writer"
"9541","nm0070159","0117056",5,"director","Jafar Panahi","director,editor,writer"
"9542","nm0070159","0255094",5,"director","Jafar Panahi","director,editor,writer"
"9543","nm0070300","0116650",6,"producer","Georges Benayoun","producer,director,writer"
"9544","nm0070361","0036363",3,"actor","Robert Benchley","actor,writer,soundtrack"
"9545","nm0070361","0035019",4,"actor","Robert Benchley","actor,writer,soundtrack"
"9546","nm0070443","1212454",8,"writer","Aimee Bender","writer"
"9547","nm0070454","1334512",8,"producer","Chris Bender","producer,actor,manager"
"9548","nm0070454","0421239",8,"producer","Chris Bender","producer,actor,manager"
"9549","nm0070454","3014866",8,"producer","Chris Bender","producer,actor,manager"
"9550","nm0070460","0083137",3,"actor","Dominik Bender","actor"
"9551","nm0070511","0052844",2,"actor","Russ Bender","actor,writer,soundtrack"
"9552","nm0070566","0204946",6,"writer","Jessica Bendinger","writer,miscellaneous,director"
"9553","nm0070670","0047677",5,"director","Laslo Benedek","director,assistant_director,editor"
"9554","nm0070757","0015841",3,"actor","Brooks Benedict","actor"
"9555","nm0070801","0085894",4,"actor","Paul Benedict","actor,director,cinematographer"
"9556","nm0070822","2119532",8,"producer","Terry Benedict","producer,director,assistant_director"
"9557","nm0070922","3981858",9,"cinematographer","Thomas Benesch","cinematographer"
"9558","nm0070932","0115462",6,"writer","Josep Maria Benet i Jornet","writer,director,actor"
"9559","nm0071031","0020668",3,"actor","Wilson Benge","actor"
"9560","nm0071059","0082096",4,"actor","Hubertus Bengsch","actor"
"9561","nm0071257","0146468",2,"actor","Timy Benito","actor,composer"
"9562","nm0071275","0417225",1,"actor","André Benjamin","soundtrack,actor,writer"
"9563","nm0071280","0050397",10,"composer","Arthur Benjamin","composer,soundtrack,music_department"
"9564","nm0071345","0340377",4,"actor","Paul Benjamin","actor"
"9565","nm0071417","0082639",9,"editor","Tom Benko","editor,director,actor"
"9566","nm0071452","0253474",8,"producer","Robert Benmussa","producer,actor,miscellaneous"
"9567","nm0071452","2406252",6,"producer","Robert Benmussa","producer,actor,miscellaneous"
"9568","nm0071452","0338095",8,"producer","Robert Benmussa","producer,actor,miscellaneous"
"9569","nm0071564","0205177",7,"producer","Peter Bennett-Jones","producer,miscellaneous,talent_agent"
"9570","nm0071585","2275949",1,"actor","Andrew Bennett","actor"
"9571","nm0071636","0036323",2,"actor","Bruce Bennett","actor,writer"
"9572","nm0071636","0040897",4,"actor","Bruce Bennett","actor,writer"
"9573","nm0071657","0050766",6,"writer","Charles Bennett","writer,director,actor"
"9574","nm0071657","0029811",7,"writer","Charles Bennett","writer,director,actor"
