"","nconst","tconst","ordering","category","primaryName","primaryProfession"
"32782","nm2033731","1767382",3,"actor","Eric Sheffer Stevens","actor"
"32783","nm2034064","3110960",4,"actress","Simone Kirby","actress,writer"
"32784","nm2035069","1083452",7,"writer","Simon Kelton","producer,writer,miscellaneous"
"32785","nm2035201","2106739",8,"composer","Giancarlo Vulcano","music_department,composer,soundtrack"
"32786","nm2035204","5740806",5,"director","Emily Hagins","writer,director,actress"
"32787","nm2035394","0473753",6,"composer","Anja Garbarek","composer"
"32788","nm2035423","3015110",8,"composer","Russ Howard III","composer,music_department,soundtrack"
"32789","nm2035423","1821426",9,"composer","Russ Howard III","composer,music_department,soundtrack"
"32790","nm2035886","3289728",5,"director","Drake Doremus","director,writer,producer"
"32791","nm2035886","1758692",5,"director","Drake Doremus","director,writer,producer"
"32792","nm2037549","3887208",7,"producer","Saurabh Kikani","producer,actor,miscellaneous"
"32793","nm2038313","2107835",8,"cinematographer","Eun-ah Lee","cinematographer,editorial_department,camera_department"
"32794","nm2038422","2025667",5,"director","Michael J. Gallagher","director,writer,producer"
"32795","nm2038534","1783732",7,"producer","Brad Baruh","producer,miscellaneous,camera_department"
"32796","nm2038610","2718492",9,"producer","Ewa Puszczynska","producer,production_manager,miscellaneous"
"32797","nm2039747","1864750",8,"actor","David Venancio Muro","actor"
"32798","nm2039934","2625810",10,"cinematographer","Daniel Grant","cinematographer,camera_department,animation_department"
"32799","nm2040027","1757746",5,"director","Nir Paniry","writer,director,art_department"
"32800","nm2040169","4009278",5,"director","Adam Schindler","miscellaneous,writer,director"
"32801","nm2040193","2707858",10,"writer","Yann Apperry","writer,actor,miscellaneous"
"32802","nm2040359","2002718",6,"writer","Kyle Ward","writer,producer"
"32803","nm2040736","2628260",2,"self","M. Caren McCaleb","editor,sound_department"
"32804","nm2042155","2645188",5,"director","Stéphanie Joalland","writer,producer,miscellaneous"
"32805","nm2043211","4667788",1,"actress","Rosalie Thomass","actress"
"32806","nm2043234","0419887",1,"actor","Khalid Abdalla","actor,producer,miscellaneous"
"32807","nm2043246","2393787",7,"cinematographer","Radek Ladczuk","cinematographer,camera_department,director"
"32808","nm2043592","4730986",10,"cinematographer","Julien Poupard","cinematographer,camera_department,producer"
"32809","nm2043737","2107648",10,"production_designer","Catalina Oliva","art_director,production_designer,art_department"
"32810","nm2043954","0451176",8,"composer","Victor Bock","composer,music_department"
"32811","nm2044770","1403177",2,"actor","Devin Brochu","actor"
"32812","nm2045498","0475169",7,"producer","Fanny Saadi","producer,editor,production_manager"
"32813","nm2046147","1650407",7,"producer","Brede Hovland","producer,actor,stunts"
"32814","nm2046691","5221584",3,"actor","Irandhir Santos","actor,soundtrack"
"32815","nm2047344","1757746",10,"editor","Seth Boston","miscellaneous,assistant_director,writer"
"32816","nm2047567","0475169",10,"editor","Noémie Moreau","editor"
"32817","nm2049431","0475169",6,"producer","Jean-Baptiste Legrand","producer,director,writer"
"32818","nm2049889","2094155",1,"actor","Barlow Jacobs","actor,producer,writer"
"32819","nm2050522","4299406",5,"director","Fábio Mendonça","director,writer,miscellaneous"
"32820","nm2050746","2101473",4,"actress","Emma Rigby","actress"
"32821","nm2050806","2287655",4,"actor","Adam Lundgren","actor,soundtrack"
"32822","nm2051350","3205376",7,"producer","Rachel Gardner","producer,actress,director"
"32823","nm2051728","3149038",5,"director","Morgan Matthews","producer,director,writer"
"32824","nm2051771","3021360",10,"editor","Sarah Beth Shapiro","editorial_department,editor,producer"
"32825","nm2052567","0448157",4,"actor","Jae Head","actor"
"32826","nm2053216","2025690",8,"writer","Eric Johnson","writer,producer,visual_effects"
"32827","nm2053278","3268668",7,"writer","Ashley Smith","writer"
"32828","nm2055727","2113681",6,"writer","Hans Ingemansson","composer,writer,director"
"32829","nm2055749","1935897",9,"composer","Robin Coudert","composer,soundtrack,actor"
"32830","nm2055749","4680196",8,"composer","Robin Coudert","composer,soundtrack,actor"
"32831","nm2055749","6738136",8,"composer","Robin Coudert","composer,soundtrack,actor"
"32832","nm2056684","2009643",1,"actor","Hilmar Guðjónsson","actor"
"32833","nm2057149","1194263",7,"writer","C. Gaby Mitchell","writer,producer"
"32834","nm2057149","0450259",7,"writer","C. Gaby Mitchell","writer,producer"
"32835","nm2057312","1979319",1,"actor","J. Michael Tatum","actor,sound_department,writer"
"32836","nm2057405","1321511",7,"writer","Nobuaki Minegishi","writer"
"32837","nm2057859","1770734",2,"actress","Andrea Riseborough","actress,soundtrack,producer"
"32838","nm2057859","4686844",4,"actress","Andrea Riseborough","actress,soundtrack,producer"
"32839","nm2057859","1483013",3,"actress","Andrea Riseborough","actress,soundtrack,producer"
"32840","nm2057859","2131532",2,"actress","Andrea Riseborough","actress,soundtrack,producer"
"32841","nm2057975","1411238",6,"writer","Elizabeth Meriwether","writer,producer,music_department"
"32842","nm2058345","3334794",6,"writer","Martin Rehbock","producer,writer,composer"
"32843","nm2058563","0808506",4,"actress","Ayami Kakiuchi","actress"
"32844","nm2059486","1643222",6,"writer","Oliver Kahl","writer,sound_department,director"
"32845","nm2060292","3263732",5,"director","Erika Bagnarello","director,producer,writer"
"32846","nm2062196","0244283",3,"actress","Cathy Richardson","actress"
"32847","nm2062720","3015110",3,"actor","Jon Prescott","actor,soundtrack"
"32848","nm2065115","2396701",4,"actress","Stephanie Greco","actress,writer,producer"
"32849","nm2066439","1798188",5,"director","Gorô Miyazaki","director,cinematographer,soundtrack"
"32850","nm2066600","3106846",4,"actor","Vincent-Guillaume Otis","actor"
"32851","nm2067421","3504048",5,"director","Gerard Johnstone","writer,director,editor"
"32852","nm2067669","1872328",6,"actress","Noriko Shitaya","actress,soundtrack"
"32853","nm2067953","1487118",2,"actor","Ed Westwick","actor"
"32854","nm2068037","1441953",10,"composer","Max Richter","composer,soundtrack,music_department"
"32855","nm2068037","4540710",10,"composer","Max Richter","composer,soundtrack,music_department"
"32856","nm2068037","1216520",9,"composer","Max Richter","composer,soundtrack,music_department"
"32857","nm2068037","5478478",9,"composer","Max Richter","composer,soundtrack,music_department"
"32858","nm2068037","2625810",9,"composer","Max Richter","composer,soundtrack,music_department"
"32859","nm2068559","0446442",4,"actor","Tom Riley","actor,producer"
"32860","nm2068773","1488591",9,"producer","Arimasa Okada","producer"
"32861","nm2070021","0415679",9,"composer","Hugh Drumm","music_department,composer,soundtrack"
"32862","nm2070325","0473514",8,"composer","Andreas Kapsalis","composer,music_department"
"32863","nm2071861","1183276",7,"writer","Arnaud Bordas","writer"
"32864","nm2072818","1660379",3,"actress","Céline Sallette","actress,writer"
"32865","nm2072976","3283556",9,"producer","Sara Murphy","producer,miscellaneous,assistant_director"
"32866","nm2073007","0475169",1,"actor","George Babluani","actor"
"32867","nm2073502","0451966",4,"actor","Mario Garibaldi","actor"
"32868","nm2073546","2328549",3,"actor","Pádraic Delaney","actor"
"32869","nm2074204","3992752",3,"actor","Anthony Cumia","actor,music_department"
"32870","nm2074328","1331064",5,"director","Nicholas Jasenovec","director,producer,actor"
"32871","nm2077070","3252208",1,"director","Jill Nicholls","producer,director"
"32872","nm2077509","1813314",2,"actress","Marte Magnusdotter Solem","actress,director,writer"
"32873","nm2077652","5254640",3,"actress","Haerry Kim","actress,miscellaneous"
"32874","nm2078278","0266308",8,"producer","Kimio Kataoka","producer"
"32875","nm2078509","1646980",7,"producer","Patrick Aiello","producer,writer,miscellaneous"
"32876","nm2078681","2094766",6,"writer","Michael Lesslie","writer,director,producer"
"32877","nm2079484","1757944",5,"director","Rachel Lee Goldenberg","director,producer,assistant_director"
"32878","nm2080328","2066133",1,"actress","Kelsey Asbille","actress"
"32879","nm2080328","5362988",1,"actress","Kelsey Asbille","actress"
"32880","nm2080557","1856010",8,"actor","Nathan Darrow","actor"
"32881","nm2081046","1862079",6,"writer","Derek Connolly","writer,producer,actor"
"32882","nm2081046","3095734",6,"writer","Derek Connolly","writer,producer,actor"
"32883","nm2082567","1660379",2,"actress","Hafsia Herzi","actress,director,writer"
"32884","nm2082567","1982177",3,"actress","Hafsia Herzi","actress,director,writer"
"32885","nm2083046","0127948",3,"actor","François Lallement","actor"
"32886","nm2083561","1890373",4,"actor","Gerdy Zint","actor"
"32887","nm2083655","1336999",5,"director","Louise Alston","director,producer,writer"
"32888","nm2084963","4682708",1,"actor","Noé Hernández","actor,art_department,camera_department"
"32889","nm2085629","0445922",4,"actress","Dana Fuchs","actress,music_department,soundtrack"
"32890","nm2087783","5073620",2,"actress","Natalie Krill","actress"
"32891","nm2088015","2601160",2,"actor","Jaime de Sousa","actor"
"32892","nm2089285","0476298",2,"actor","Carlos J. de la Torre","actor,production_manager"
"32893","nm2089320","1323045",4,"actor","Ed Ackerman","actor,writer,producer"
"32894","nm2090422","3479316",4,"actress","Constance Wu","actress,director,writer"
"32895","nm2091329","0411951",7,"producer","Benedict Carver","producer,actor"
"32896","nm2091536","0815178",4,"actress","Gabrielle Brennan","actress"
"32897","nm2091911","3499048",5,"director","Alonso Ruizpalacios","writer,director,actor"
"32898","nm2092175","0407265",4,"actress","Andrea James","producer,director,writer"
"32899","nm2092835","2101473",1,"actor","Tom Payne","actor,soundtrack"
"32900","nm2092839","1250777",7,"writer","Mark Millar","writer,producer,actor"
"32901","nm2092839","1650554",6,"writer","Mark Millar","writer,producer,actor"
"32902","nm2092886","1478964",2,"actress","Jodie Whittaker","actress,soundtrack,camera_department"
"32903","nm2092942","4299406",8,"writer","Pedro Vicente","writer"
"32904","nm2093097","1621045",1,"actor","Chris Brown","soundtrack,actor,director"
"32905","nm2093766","3255590",3,"actor","Luke Grimes","actor,soundtrack"
"32906","nm2093933","5512872",5,"director","Joshua Caldwell","producer,director,writer"
"32907","nm2094777","4308714",10,"editor","Don Stroud","editor,producer,visual_effects"
"32908","nm2094821","2123146",7,"producer","Sean Keegan","producer,director,actor"
"32909","nm2095000","5254640",1,"actor","Joe Seo","actor,miscellaneous,assistant_director"
"32910","nm2095003","2023690",7,"producer","Claire Jones","producer,actress,miscellaneous"
"32911","nm2095003","1788391",7,"producer","Claire Jones","producer,actress,miscellaneous"
"32912","nm2095719","1641975",6,"producer","Brian Coffey","producer,miscellaneous,editorial_department"
"32913","nm2096445","1470827",8,"composer","Jon Hopkins","soundtrack,composer,music_department"
"32914","nm2096462","3021360",7,"producer","Keith Calder","producer,writer,director"
"32915","nm2096462","1853739",8,"producer","Keith Calder","producer,writer,director"
"32916","nm2096617","3168230",9,"producer","Iain Canning","producer,executive"
"32917","nm2096617","2948840",7,"producer","Iain Canning","producer,executive"
"32918","nm2096617","3205376",6,"producer","Iain Canning","producer,executive"
"32919","nm2096617","2167266",8,"producer","Iain Canning","producer,executive"
"32920","nm2097131","0417658",8,"composer","Kristin Asbjørnsen","composer,soundtrack"
"32921","nm2097279","1650407",6,"writer","Olaug Nilssen","actor,writer"
"32922","nm2097733","0808506",8,"producer","Shin'ichirô Inoue","producer,miscellaneous,executive"
"32923","nm2098196","4062536",7,"producer","Victor Moyers","producer,cinematographer,production_manager"
"32924","nm2098201","5265960",7,"producer","Fernanda De la Peza","assistant_director,editor,miscellaneous"
"32925","nm2098549","1441912",5,"writer","Jack Hitt","writer"
"32926","nm2099738","4084744",1,"actress","Yuliya Peresild","actress"
"32927","nm2100078","2717822",8,"producer","Thomas Tull","producer,actor,executive"
"32928","nm2100078","3850590",10,"producer","Thomas Tull","producer,actor,executive"
"32929","nm2100078","0453562",6,"producer","Thomas Tull","producer,actor,executive"
"32930","nm2101924","4805316",10,"cinematographer","Cathal Watters","cinematographer,director,camera_department"
"32931","nm2102221","1077094",4,"actor","Terunosuke Takezai","actor"
"32932","nm2104063","4786282",6,"writer","Eric Heisserer","writer,producer,director"
"32933","nm2104063","1179056",7,"writer","Eric Heisserer","writer,producer,director"
"32934","nm2104063","1622979",6,"writer","Eric Heisserer","writer,producer,director"
"32935","nm2104119","1783798",3,"actor","Michael Sirow","actor,producer"
"32936","nm2104166","1179904",3,"actor","Mark Fredrichs","actor"
"32937","nm2105255","1083456",3,"actress","Sarah Roemer","actress,producer"
"32938","nm2105585","2106476",6,"writer","Tobias Lindholm","writer,director,actor"
"32939","nm2105585","1322385",7,"writer","Tobias Lindholm","writer,director,actor"
"32940","nm2105979","0411705",4,"self","Don Blum","soundtrack"
"32941","nm2106637","1622547",4,"actor","Aziz Ansari","actor,writer,producer"
"32942","nm2109290","3529198",10,"producer","Devon Cody","producer,composer,production_manager"
"32943","nm2110418","1258197",2,"actress","Gemma Chan","actress"
"32944","nm2110485","2980648",3,"actor","Manish Dayal","actor,producer,director"
"32945","nm2111303","4720702",3,"actor","Christian Navarro","actor"
"32946","nm2111309","0447854",7,"writer","Alicia Kirk","producer,miscellaneous,writer"
"32947","nm2112342","1762248",5,"director","Madeleine Olnek","director,writer,producer"
"32948","nm2112410","0110722",3,"actor","Diego Pineda","actor"
"32949","nm2112927","1858481",8,"producer","Zack Winfield","producer,music_department,miscellaneous"
"32950","nm2113026","2303110",9,"editor","Sean Cain","editor,actor,producer"
"32951","nm2113336","3531202",9,"producer","Benoit Roland","producer,production_manager,miscellaneous"
"32952","nm2113420","3077108",8,"editor","Sara Shaw","editor,editorial_department,director"
"32953","nm2116286","0448120",6,"writer","Glenn Hobart","writer"
"32954","nm2116419","3610746",1,"actor","Gregg Sulkin","actor"
"32955","nm2117053","1198153",10,"cinematographer","Ram Shweky","cinematographer,camera_department"
"32956","nm2117096","2151543",1,"actress","Megan Adelle","actress,miscellaneous"
"32957","nm2117510","3486626",5,"director","Cal Brunker","animation_department,art_department,writer"
"32958","nm2118165","1198153",5,"director","Danny Lerner","director,writer,producer"
"32959","nm2118666","2403029",1,"actress","Maiara Walsh","actress,director,writer"
"32960","nm2118666","3058674",1,"actress","Maiara Walsh","actress,director,writer"
"32961","nm2118903","0476013",8,"writer","Claire Scovell Lazebnik","writer"
"32962","nm2119938","1547090",7,"producer","Lucas Jarach","producer,executive"
"32963","nm2120520","0120389",10,"writer","Saburo Yatsude","writer,soundtrack"
"32964","nm2120560","1181840",3,"actor","Grand Corps Malade","soundtrack,actor,writer"
"32965","nm2122478","2401878",4,"director","Duke Johnson","director,producer,writer"
"32966","nm2123941","5247022",9,"producer","Carter Logan","producer,composer,music_department"
"32967","nm2124081","1591095",9,"producer","Steven Schneider","producer,writer"
"32968","nm2124081","1778304",10,"producer","Steven Schneider","producer,writer"
"32969","nm2125212","2726560",8,"producer","Marty Bowen","producer,executive"
"32970","nm2125212","4046784",8,"producer","Marty Bowen","producer,executive"
"32971","nm2125212","3622592",9,"producer","Marty Bowen","producer,executive"
"32972","nm2125212","1082853",6,"producer","Marty Bowen","producer,executive"
"32973","nm2125212","1790864",10,"producer","Marty Bowen","producer,executive"
"32974","nm2125368","0825236",6,"writer","Rodney El Haddad","actor,writer,soundtrack"
"32975","nm2125368","1772424",6,"writer","Rodney El Haddad","actor,writer,soundtrack"
"32976","nm2125729","0435711",10,"composer","Alice Wood","music_department,composer,director"
"32977","nm2126141","1764645",6,"writer","Lucy Catherine","writer,director"
"32978","nm2126669","1785612",9,"producer","Erin Owens","producer"
"32979","nm2126907","1623745",8,"producer","Gabe Polsky","producer,director,writer"
"32980","nm2127497","0438488",10,"producer","Victor Kubicek","actor,producer,director"
"32981","nm2127512","3967856",7,"producer","Dooho Choi","producer,director,production_manager"
"32982","nm2127991","1440292",10,"composer","Andrew Hewitt","composer,music_department"
"32983","nm2128335","1073105",7,"writer","J Blakeson","director,writer,miscellaneous"
"32984","nm2128335","2304933",5,"director","J Blakeson","director,writer,miscellaneous"
"32985","nm2128391","6663788",6,"composer","Solar Fields","music_department,composer,visual_effects"
"32986","nm2128400","3076658",6,"writer","Aaron Covington","sound_department,actor,director"
"32987","nm2129264","1848902",8,"writer","John Heilemann","producer,actor,writer"
"32988","nm2129444","2165859",2,"actress","Alice Englert","actress,director,writer"
"32989","nm2129444","2115295",2,"actress","Alice Englert","actress,director,writer"
"32990","nm2130040","3344922",2,"actress","Alba Rohrwacher","actress,miscellaneous,soundtrack"
"32991","nm2130099","2304933",9,"writer","Rick Yancey","writer"
"32992","nm2130108","1754656",7,"writer","Bob Persichetti","animation_department,art_department,director"
"32993","nm2130235","1442519",5,"director","Mona Achache","director,writer,actress"
"32994","nm2130654","1210042",6,"writer","Michael C. Martin","writer,producer,miscellaneous"
"32995","nm2131687","1320082",8,"writer","Héctor Cabello Reyes","writer,actor,director"
"32996","nm2131701","0812243",3,"actor","Gunter Lamoot","actor,writer"
"32997","nm2131974","1816608",8,"producer","Nicole Carmen-Davis","producer,miscellaneous,writer"
"32998","nm2132286","1827358",5,"director","Lisa Aschan","director,writer,assistant_director"
"32999","nm2133093","3479316",9,"cinematographer","Bryce Fortner","cinematographer,camera_department,animation_department"
"33000","nm2134597","2955316",10,"producer","Gonzalo Salazar-Simpson","producer"
"33001","nm2134798","0411195",9,"composer","Anna Jordan","composer"
"33002","nm2134806","3499048",4,"actor","Leonardo Ortizgris","actor"
"33003","nm2134910","1760967",7,"cinematographer","Gary Shaw","cinematographer,visual_effects,camera_department"
"33004","nm2134910","1182345",10,"cinematographer","Gary Shaw","cinematographer,visual_effects,camera_department"
"33005","nm2135242","1077094",5,"director","Yuki Tanada","director,writer"
"33006","nm2136247","1478804",6,"producer","Maria Lo Orzel","producer,miscellaneous,camera_department"
"33007","nm2137662","1857718",9,"producer","Hikaru Kondo","producer,art_department,writer"
"33008","nm2140346","1864750",4,"actor","Peter Vives","actor,soundtrack"
"33009","nm2140588","0165643",9,"composer","American Cream Team","composer"
"33010","nm2140746","3862750",10,"producer","Nicole Rocklin","producer"
"33011","nm2140860","1628841",4,"actress","Maika Monroe","actress"
"33012","nm2142336","4695012",4,"actress","Riley Keough","actress,producer"
"33013","nm2143282","4341582",3,"actress","Lupita Nyong'o","actress,producer,miscellaneous"
"33014","nm2143282","1825683",3,"actress","Lupita Nyong'o","actress,producer,miscellaneous"
"33015","nm2143725","0208502",6,"producer","Hiroshi Hasegawa","producer,animation_department,visual_effects"
"33016","nm2144007","3322420",1,"actress","Kangana Ranaut","actress,director,writer"
"33017","nm2145339","0815178",7,"writer","Emil Stern","writer"
"33018","nm2145487","1206543",6,"writer","Brad Ingelsby","writer,miscellaneous"
"33019","nm2145492","1764141",9,"editor","Amro Salah","director,editor,producer"
"33020","nm2146668","1798188",8,"writer","Keiko Niwa","writer"
"33021","nm2146733","2401715",10,"composer","Franck Van der Heijden","soundtrack,music_department,actor"
"33022","nm2147605","3503460",2,"actress","Iva Gocheva","actress,director,writer"
"33023","nm2148132","1638328",10,"producer","Alain Kruger","actor,producer,director"
"33024","nm2148911","1641975",3,"actress","Wunmi Mosaku","actress"
"33025","nm2149505","3529198",5,"director","Jayson Thiessen","director,producer,animation_department"
"33026","nm2150123","1077274",7,"composer","Kunihiko Ryo","composer,soundtrack"
"33027","nm2151374","6303866",5,"director","Eliza Hittman","director,writer,producer"
"33028","nm2152458","3887208",9,"cinematographer","Justin Charles Foster","camera_department,cinematographer,writer"
"33029","nm2153103","1473149",7,"producer","Kamel Abo-Ali","producer"
"33030","nm2153456","1858481",9,"producer","Ado Yoshizaki Cassuto","producer,music_department"
"33031","nm2154048","0417148",8,"writer","David Dalessandro","writer,director,producer"
"33032","nm2154278","5474644",5,"director","Ishi Rudell","animation_department,director,writer"
"33033","nm2154278","3529198",6,"director","Ishi Rudell","animation_department,director,writer"
"33034","nm2154425","3819668",8,"producer","Riuko Tominaga","producer"
"33035","nm2154960","3152624",1,"actress","Amy Schumer","writer,actress,producer"
"33036","nm2155614","0013496",8,"producer","Jeffery Masino","producer,visual_effects,miscellaneous"
"33037","nm2155757","2096673",8,"writer","Josh Cooley","actor,art_department,writer"
"33038","nm2156521","0830570",8,"composer","Raiomond Mirza","composer,producer,actor"
"33039","nm2157916","3499048",6,"writer","Gibrán Portela","writer,director"
"33040","nm2157916","5265960",6,"writer","Gibrán Portela","writer,director"
"33041","nm2158772","2649554",5,"director","Jeff Nichols","writer,director,producer"
"33042","nm2158772","1935179",5,"director","Jeff Nichols","writer,director,producer"
"33043","nm2158772","4669986",5,"director","Jeff Nichols","writer,director,producer"
"33044","nm2159926","1331064",3,"actor","Jake Johnson","actor,producer,writer"
"33045","nm2159926","1862079",3,"actor","Jake Johnson","actor,producer,writer"
"33046","nm2159926","2265398",2,"actor","Jake Johnson","actor,producer,writer"
"33047","nm2160156","1813609",3,"actress","Alix Elizabeth Gitter","actress"
"33048","nm2161247","2091935",5,"director","Paco Cabezas","director,writer,actor"
"33049","nm2161377","1801123",10,"editor","Christopher McGlynn","editor,writer"
"33050","nm2161431","1442519",2,"actress","Garance Le Guillermic","actress"
"33051","nm2162290","1467304",4,"actor","Akihiro Kitamura","actor,director,writer"
"33052","nm2162912","5348774",3,"actor","Golo Euler","actor"
"33053","nm2162955","1486192",8,"producer","Marc D. Evans","producer,actor,miscellaneous"
"33054","nm2165066","1183374",5,"director","Carles Torrens","director,writer,producer"
"33055","nm2165066","1757742",5,"director","Carles Torrens","director,writer,producer"
"33056","nm2165590","3289728",8,"producer","Michael A. Pruss","producer,executive"
"33057","nm2166084","3966404",9,"cinematographer","David Chizallet","cinematographer,camera_department"
"33058","nm2166469","1778304",3,"actor","Christopher Nicholas Smith","actor,writer,director"
"33059","nm2166477","4731136",4,"actor","Ivo Nandi","actor,producer,production_designer"
"33060","nm2167957","1829012",4,"actor","Paul Anderson","actor"
"33061","nm2167957","2936470",3,"actor","Paul Anderson","actor"
"33062","nm2168099","2006810",8,"cinematographer","James Friend","cinematographer,camera_department,producer"
"33063","nm2168632","1629377",2,"actress","Manuela Vellés","actress,soundtrack"
"33064","nm2168632","1206285",4,"actress","Manuela Vellés","actress,soundtrack"
"33065","nm2169909","3627488",9,"composer","Marc Canham","composer,music_department,soundtrack"
"33066","nm2170121","1844025",8,"producer","Takeshi Kobayashi","producer,production_manager"
"33067","nm2171329","1480660",3,"actor","Josh Grelle","actor,writer,miscellaneous"
"33068","nm2171329","1979319",4,"actor","Josh Grelle","actor,writer,miscellaneous"
"33069","nm2171492","1591071",10,"composer","Ricardo Veiga","composer,producer,music_department"
"33070","nm2171633","3042408",5,"director","Baran bo Odar","director,writer,producer"
"33071","nm2171633","1361835",5,"director","Baran bo Odar","director,writer,producer"
"33072","nm2171865","1492841",9,"editor","Ben Insler","editor,cinematographer,producer"
"33073","nm2173066","1183374",10,"cinematographer","Timothy A. Burton","cinematographer,camera_department,producer"
"33074","nm2173608","1648133",4,"actress","Kazuko Kojima","actress"
"33075","nm2173630","3289956",6,"writer","Ian B. Goldberg","producer,writer,miscellaneous"
"33076","nm2173766","3205394",10,"composer","Tim Phillips","composer,soundtrack,music_department"
"33077","nm2174122","2969656",3,"actress","Hyo-Joo Han","actress,composer"
"33078","nm2175143","1216496",4,"actor","Je-mun Yun","actor"
"33079","nm2175732","1179891",4,"actress","Betsy Rue","actress,producer,stunts"
"33080","nm2176283","6294822",6,"writer","Liz Hannah","producer,writer,miscellaneous"
"33081","nm2176972","1411250",9,"producer","Samantha Vincent","producer,executive"
"33082","nm2177049","3122122",8,"actress","Cherilynn Fulbright","actress"
"33083","nm2177528","5666304",3,"actress","Kate Micucci","actress,writer,soundtrack"
"33084","nm2178779","1874789",7,"producer","Tim Duff","producer,camera_department,actor"
"33085","nm2178959","1407065",3,"actress","Lily Cole","actress,writer,producer"
"33086","nm2179966","3862750",8,"producer","Tommy Oliver","producer,cinematographer,editor"
"33087","nm2184232","1788453",6,"writer","Keith Schaffner","writer"
"33088","nm2184504","1621994",7,"writer","Rajasimha","writer,actor,assistant_director"
"33089","nm2184529","0266308",9,"producer","Chie Kobayashi","producer,miscellaneous,location_management"
"33090","nm2185000","4767274",2,"actress","Jennifer Nettles","soundtrack,actress,composer"
"33091","nm2185250","1754656",9,"producer","Dimitri Rassam","producer,executive"
"33092","nm2186362","0438097",8,"writer","Jim Hecht","producer,writer,miscellaneous"
"33093","nm2186632","1626146",7,"writer","Tinker Lindsay","writer,producer"
"33094","nm2186979","0087150",10,"cinematographer","Michael Chin","cinematographer,camera_department,director"
"33095","nm2187304","1874789",6,"producer","Adam Der Aris","editor,editorial_department,producer"
"33096","nm2188098","1442437",10,"actor","Nolan Gould","actor"
"33097","nm2188800","3186838",8,"producer","Ehren Parks","producer,miscellaneous,writer"
"33098","nm2188804","1641624",3,"actress","Audrey Lamy","actress"
"33099","nm2190547","1857913",9,"cinematographer","Wai-Nin Chan","camera_department,cinematographer"
"33100","nm2191251","1082876",10,"production_designer","Elizabeth Callens","set_decorator,art_department,production_designer"
"33101","nm2191747","3620762",6,"producer","Guy Danella","producer,actor,assistant_director"
"33102","nm2193120","2147728",2,"actress","Hannah Gross","actress,writer"
"33103","nm2193367","1188113",6,"writer","Ryan O Roy","writer,producer"
"33104","nm2193662","1181840",7,"composer","Dionysos","composer,actor,soundtrack"
"33105","nm2195473","1319708",8,"writer","Annakin Slayd","actor,writer,composer"
"33106","nm2195507","2396721",8,"producer","Ken F. Levin","producer,manager"
"33107","nm2196016","1660379",6,"producer","Kristina Larsen","producer,actress"
"33108","nm2196261","3963816",8,"producer","Rosie Charbonneau","miscellaneous,producer,production_manager"
"33109","nm2197025","3966404",5,"director","Deniz Gamze Ergüven","director,actress,writer"
"33110","nm2197298","1465522",3,"actress","Katrina Bowden","actress"
"33111","nm2197915","0063668",7,"composer","Michio Mamiya","composer"
"33112","nm2198503","2066133",10,"cinematographer","Andrew Rydzewski","cinematographer,camera_department,producer"
"33113","nm2198611","1837562",6,"writer","Trevor De Silva","writer,director"
"33114","nm2200299","3122122",6,"actor","Zak Ludwig","actor"
"33115","nm2200542","0443455",8,"producer","Amy Jacobson","production_manager,producer,miscellaneous"
"33116","nm2201016","4805316",5,"director","Liam Gavin","director,writer,art_department"
"33117","nm2201555","1862079",1,"actress","Aubrey Plaza","actress,soundtrack,producer"
"33118","nm2201555","5666304",4,"actress","Aubrey Plaza","actress,soundtrack,producer"
"33119","nm2201555","1758795",1,"actress","Aubrey Plaza","actress,soundtrack,producer"
"33120","nm2201555","5962210",1,"actress","Aubrey Plaza","actress,soundtrack,producer"
"33121","nm2201794","5221584",7,"producer","Emilie Lesclaux","producer,writer,editor"
"33122","nm2202521","3138192",4,"actress","Madison Pettis","actress,soundtrack,miscellaneous"
"33123","nm2202746","4026600",7,"composer","Richard Bodgers","composer"
"33124","nm2203770","0438488",8,"producer","Derek Anderson","producer,director,writer"
"33125","nm2204178","3499048",1,"actor","Tenoch Huerta","actor,producer,soundtrack"
"33126","nm2204910","1978480",6,"producer","Charlene Blanco Agabao","miscellaneous,art_department,assistant_director"
"33127","nm2205106","5521550",9,"cinematographer","Tom Banks","cinematographer,camera_department,assistant_director"
"33128","nm2206548","1629377",9,"producer","Vérane Frédiani","producer,writer,director"
"33129","nm2207150","1326221",1,"actress","L.A. Renigen","actress,make_up_department,soundtrack"
"33130","nm2207222","2726560",1,"actor","Scott Eastwood","actor,producer,miscellaneous"
"33131","nm2207353","1935859",6,"writer","Ransom Riggs","writer,director,cinematographer"
"33132","nm2207625","5221584",5,"director","Kleber Mendonça Filho","director,writer,editor"
"33133","nm2208050","4666726",10,"cinematographer","Joe Anderson","camera_department,cinematographer,miscellaneous"
"33134","nm2208272","3978720",2,"actor","Evan Todd","actor,soundtrack"
"33135","nm2208460","0243558",9,"producer","Atsushi Moriyama","producer,miscellaneous"
"33136","nm2208558","1326221",5,"director","H.P. Mendoza","soundtrack,writer,composer"
"33137","nm2208729","2234261",6,"writer","Tess Morris","writer,miscellaneous,producer"
"33138","nm2208729","3064298",6,"writer","Tess Morris","writer,miscellaneous,producer"
"33139","nm2209074","1978480",1,"actress","Fenessa Pineda","actress"
"33140","nm2209370","2109184",2,"actress","Katie Featherston","actress,director,producer"
